year SL_MMCP2.6 SL_MMCP4.5 SL_MMCP6.0 SL_MMCP-break SL_MMCP8.5 SL_MMCP-feedback 
 7126 4.194 7.950 14.155 19.898 27.369 33.511 
 7127 4.196 7.951 14.155 19.899 27.370 33.512 
 7128 4.197 7.952 14.155 19.899 27.370 33.513 
 7129 4.198 7.953 14.155 19.899 27.371 33.513 
 7130 4.199 7.955 14.157 19.900 27.372 33.514 
 7131 4.200 7.957 14.158 19.900 27.372 33.516 
 7132 4.200 7.958 14.157 19.901 27.372 33.519 
 7133 4.202 7.960 14.158 19.902 27.373 33.521 
 7134 4.203 7.961 14.159 19.902 27.374 33.523 
 7135 4.204 7.962 14.159 19.903 27.375 33.526 
 7136 4.204 7.963 14.159 19.904 27.375 33.527 
 7137 4.205 7.964 14.159 19.905 27.375 33.529 
 7138 4.205 7.966 14.159 19.906 27.377 33.531 
 7139 4.206 7.967 14.160 19.906 27.378 33.532 
 7140 4.207 7.969 14.160 19.906 27.379 33.534 
 7141 4.208 7.970 14.161 19.908 27.380 33.535 
 7142 4.209 7.972 14.162 19.909 27.381 33.536 
 7143 4.211 7.973 14.162 19.910 27.382 33.538 
 7144 4.213 7.975 14.162 19.910 27.382 33.540 
 7145 4.214 7.975 14.163 19.910 27.383 33.542 
 7146 4.215 7.976 14.164 19.911 27.384 33.543 
 7147 4.215 7.978 14.164 19.912 27.385 33.544 
 7148 4.216 7.979 14.165 19.913 27.385 33.545 
 7149 4.218 7.979 14.165 19.913 27.385 33.548 
 7150 4.220 7.981 14.165 19.913 27.386 33.550 
 7151 4.220 7.982 14.165 19.914 27.387 33.551 
 7152 4.221 7.983 14.166 19.915 27.388 33.552 
 7153 4.222 7.983 14.167 19.915 27.389 33.553 
 7154 4.223 7.984 14.167 19.916 27.390 33.555 
 7155 4.223 7.986 14.167 19.916 27.390 33.556 
 7156 4.224 7.988 14.168 19.917 27.392 33.557 
 7157 4.225 7.990 14.169 19.919 27.393 33.558 
 7158 4.226 7.991 14.169 19.919 27.394 33.560 
 7159 4.227 7.991 14.170 19.920 27.395 33.561 
 7160 4.228 7.992 14.171 19.920 27.396 33.562 
 7161 4.228 7.993 14.172 19.921 27.397 33.563 
 7162 4.229 7.994 14.172 19.921 27.399 33.564 
 7163 4.231 7.995 14.172 19.921 27.399 33.566 
 7164 4.232 7.996 14.172 19.921 27.399 33.568 
 7165 4.234 7.996 14.173 19.923 27.400 33.570 
 7166 4.234 7.997 14.173 19.924 27.402 33.571 
 7167 4.235 8.000 14.174 19.925 27.403 33.573 
 7168 4.236 8.001 14.174 19.925 27.403 33.575 
 7169 4.236 8.002 14.174 19.926 27.404 33.578 
 7170 4.237 8.003 14.176 19.926 27.406 33.580 
 7171 4.238 8.003 14.177 19.925 27.408 33.582 
 7172 4.239 8.005 14.177 19.925 27.409 33.584 
 7173 4.240 8.006 14.177 19.925 27.410 33.586 
 7174 4.241 8.007 14.178 19.926 27.410 33.588 
 7175 4.242 8.008 14.178 19.926 27.411 33.589 
 7176 4.243 8.009 14.179 19.927 27.411 33.590 
 7177 4.243 8.010 14.180 19.927 27.411 33.590 
 7178 4.244 8.011 14.180 19.927 27.412 33.591 
 7179 4.245 8.012 14.180 19.927 27.412 33.593 
 7180 4.246 8.014 14.181 19.928 27.412 33.593 
 7181 4.248 8.016 14.182 19.928 27.412 33.593 
 7182 4.249 8.017 14.182 19.928 27.412 33.595 
 7183 4.250 8.018 14.182 19.930 27.413 33.598 
 7184 4.250 8.020 14.183 19.931 27.414 33.599 
 7185 4.251 8.022 14.183 19.932 27.415 33.601 
 7186 4.251 8.023 14.184 19.932 27.415 33.602 
 7187 4.253 8.025 14.185 19.933 27.415 33.604 
 7188 4.253 8.026 14.185 19.934 27.415 33.605 
 7189 4.255 8.028 14.185 19.935 27.415 33.606 
 7190 4.256 8.028 14.185 19.936 27.416 33.608 
 7191 4.256 8.029 14.185 19.937 27.417 33.609 
 7192 4.258 8.031 14.185 19.939 27.418 33.609 
 7193 4.260 8.032 14.186 19.939 27.419 33.610 
 7194 4.262 8.033 14.187 19.940 27.420 33.612 
 7195 4.262 8.034 14.187 19.940 27.422 33.614 
 7196 4.263 8.035 14.188 19.941 27.424 33.616 
 7197 4.263 8.036 14.189 19.941 27.424 33.618 
 7198 4.264 8.039 14.190 19.943 27.425 33.619 
 7199 4.265 8.040 14.190 19.944 27.425 33.620 
 7200 4.265 8.041 14.190 19.946 27.425 33.622 
 7201 4.266 8.043 14.191 19.947 27.426 33.624 
 7202 4.267 8.044 14.191 19.947 27.426 33.625 
 7203 4.267 8.046 14.192 19.946 27.427 33.625 
 7204 4.268 8.046 14.192 19.946 27.427 33.627 
 7205 4.269 8.047 14.193 19.946 27.427 33.628 
 7206 4.270 8.048 14.194 19.946 27.427 33.628 
 7207 4.270 8.050 14.195 19.946 27.428 33.630 
 7208 4.271 8.051 14.195 19.946 27.429 33.631 
 7209 4.271 8.052 14.195 19.947 27.430 33.633 
 7210 4.272 8.053 14.197 19.948 27.431 33.634 
 7211 4.274 8.055 14.197 19.949 27.431 33.637 
 7212 4.275 8.058 14.198 19.949 27.431 33.640 
 7213 4.276 8.059 14.199 19.949 27.432 33.642 
 7214 4.277 8.060 14.199 19.949 27.433 33.645 
 7215 4.279 8.061 14.199 19.950 27.434 33.647 
 7216 4.280 8.063 14.200 19.950 27.434 33.649 
 7217 4.281 8.064 14.200 19.951 27.435 33.650 
 7218 4.281 8.065 14.200 19.952 27.437 33.651 
 7219 4.282 8.065 14.200 19.953 27.438 33.652 
 7220 4.282 8.066 14.200 19.954 27.439 33.654 
 7221 4.283 8.067 14.201 19.955 27.439 33.655 
 7222 4.284 8.069 14.201 19.957 27.441 33.658 
 7223 4.286 8.070 14.201 19.957 27.442 33.660 
 7224 4.287 8.071 14.202 19.957 27.442 33.662 
 7225 4.288 8.073 14.202 19.958 27.443 33.664 
 7226 4.289 8.074 14.204 19.959 27.443 33.666 
 7227 4.290 8.075 14.205 19.959 27.443 33.668 
 7228 4.290 8.074 14.206 19.960 27.444 33.669 
 7229 4.292 8.075 14.206 19.961 27.444 33.670 
 7230 4.293 8.077 14.206 19.962 27.445 33.672 
 7231 4.294 8.078 14.206 19.963 27.445 33.674 
 7232 4.296 8.079 14.207 19.964 27.445 33.676 
 7233 4.298 8.080 14.208 19.964 27.446 33.678 
 7234 4.300 8.081 14.209 19.965 27.447 33.680 
 7235 4.303 8.082 14.210 19.967 27.447 33.682 
 7236 4.305 8.084 14.211 19.967 27.449 33.682 
 7237 4.306 8.086 14.212 19.967 27.450 33.684 
 7238 4.307 8.087 14.213 19.968 27.451 33.685 
 7239 4.309 8.089 14.213 19.968 27.452 33.686 
 7240 4.309 8.090 14.214 19.968 27.453 33.688 
 7241 4.310 8.090 14.215 19.968 27.454 33.690 
 7242 4.311 8.090 14.216 19.968 27.455 33.692 
 7243 4.312 8.091 14.216 19.969 27.454 33.694 
 7244 4.313 8.093 14.216 19.969 27.454 33.696 
 7245 4.313 8.095 14.217 19.970 27.455 33.699 
 7246 4.314 8.096 14.217 19.972 27.455 33.702 
 7247 4.317 8.097 14.217 19.973 27.456 33.704 
 7248 4.318 8.099 14.218 19.974 27.458 33.706 
 7249 4.319 8.101 14.219 19.975 27.459 33.707 
 7250 4.320 8.103 14.218 19.976 27.461 33.708 
 7251 4.321 8.104 14.219 19.977 27.461 33.709 
 7252 4.322 8.105 14.219 19.978 27.461 33.710 
 7253 4.322 8.106 14.220 19.979 27.462 33.712 
 7254 4.323 8.108 14.220 19.979 27.462 33.713 
 7255 4.324 8.108 14.220 19.980 27.463 33.714 
 7256 4.324 8.109 14.220 19.980 27.464 33.714 
 7257 4.324 8.110 14.221 19.981 27.464 33.715 
 7258 4.325 8.111 14.222 19.982 27.464 33.717 
 7259 4.326 8.112 14.223 19.983 27.465 33.718 
 7260 4.327 8.114 14.223 19.984 27.465 33.719 
 7261 4.329 8.116 14.224 19.986 27.466 33.721 
 7262 4.331 8.117 14.224 19.986 27.467 33.723 
 7263 4.332 8.118 14.224 19.986 27.468 33.726 
 7264 4.334 8.120 14.225 19.987 27.468 33.729 
 7265 4.335 8.121 14.225 19.987 27.469 33.730 
 7266 4.337 8.122 14.226 19.987 27.469 33.732 
 7267 4.338 8.124 14.227 19.987 27.471 33.734 
 7268 4.338 8.126 14.228 19.987 27.471 33.735 
 7269 4.339 8.126 14.229 19.987 27.472 33.735 
 7270 4.340 8.127 14.229 19.987 27.472 33.737 
 7271 4.341 8.128 14.229 19.987 27.473 33.739 
 7272 4.342 8.130 14.230 19.987 27.475 33.740 
 7273 4.342 8.132 14.229 19.988 27.477 33.742 
 7274 4.343 8.133 14.230 19.988 27.478 33.744 
 7275 4.345 8.134 14.230 19.989 27.479 33.746 
 7276 4.346 8.134 14.231 19.990 27.479 33.747 
 7277 4.347 8.135 14.231 19.991 27.479 33.748 
 7278 4.348 8.137 14.232 19.993 27.480 33.749 
 7279 4.350 8.138 14.233 19.994 27.481 33.750 
 7280 4.351 8.140 14.234 19.995 27.482 33.750 
 7281 4.351 8.140 14.235 19.995 27.483 33.752 
 7282 4.352 8.141 14.236 19.996 27.483 33.753 
 7283 4.354 8.142 14.236 19.996 27.484 33.756 
 7284 4.355 8.143 14.236 19.997 27.485 33.757 
 7285 4.357 8.143 14.236 19.997 27.487 33.759 
 7286 4.359 8.144 14.237 19.998 27.487 33.761 
 7287 4.359 8.146 14.237 19.999 27.488 33.764 
 7288 4.360 8.148 14.238 20.000 27.489 33.766 
 7289 4.361 8.150 14.239 20.000 27.490 33.766 
 7290 4.363 8.151 14.239 20.000 27.491 33.768 
 7291 4.364 8.152 14.239 20.001 27.492 33.770 
 7292 4.365 8.153 14.239 20.000 27.491 33.772 
 7293 4.366 8.155 14.240 20.001 27.491 33.773 
 7294 4.368 8.157 14.240 20.001 27.490 33.775 
 7295 4.368 8.158 14.241 20.003 27.490 33.777 
 7296 4.369 8.159 14.241 20.003 27.491 33.779 
 7297 4.369 8.161 14.241 20.003 27.492 33.780 
 7298 4.371 8.162 14.242 20.004 27.494 33.782 
 7299 4.373 8.162 14.242 20.004 27.494 33.784 
 7300 4.374 8.163 14.242 20.005 27.495 33.785 
 7301 4.375 8.164 14.244 20.005 27.496 33.787 
 7302 4.375 8.165 14.244 20.005 27.497 33.788 
 7303 4.377 8.166 14.245 20.006 27.498 33.789 
 7304 4.379 8.168 14.245 20.008 27.498 33.790 
 7305 4.379 8.169 14.247 20.009 27.498 33.791 
 7306 4.380 8.171 14.248 20.009 27.498 33.792 
 7307 4.381 8.172 14.248 20.010 27.498 33.794 
 7308 4.383 8.173 14.247 20.011 27.498 33.794 
 7309 4.384 8.174 14.248 20.011 27.499 33.795 
 7310 4.385 8.174 14.247 20.011 27.500 33.796 
 7311 4.385 8.176 14.248 20.012 27.500 33.798 
 7312 4.386 8.178 14.248 20.012 27.500 33.800 
 7313 4.388 8.179 14.249 20.013 27.500 33.802 
 7314 4.389 8.180 14.249 20.014 27.501 33.804 
 7315 4.391 8.181 14.250 20.015 27.502 33.805 
 7316 4.393 8.182 14.250 20.015 27.503 33.806 
 7317 4.394 8.184 14.251 20.017 27.504 33.807 
 7318 4.394 8.184 14.250 20.017 27.505 33.807 
 7319 4.394 8.186 14.250 20.018 27.506 33.808 
 7320 4.395 8.187 14.250 20.019 27.506 33.809 
 7321 4.396 8.189 14.250 20.019 27.508 33.810 
 7322 4.397 8.190 14.251 20.019 27.509 33.811 
 7323 4.399 8.191 14.251 20.020 27.509 33.811 
 7324 4.400 8.192 14.252 20.020 27.509 33.813 
 7325 4.402 8.194 14.252 20.020 27.509 33.814 
 7326 4.403 8.196 14.253 20.020 27.509 33.816 
 7327 4.404 8.197 14.254 20.020 27.510 33.817 
 7328 4.404 8.198 14.254 20.020 27.510 33.818 
 7329 4.405 8.199 14.255 20.021 27.511 33.820 
 7330 4.406 8.200 14.255 20.021 27.511 33.820 
 7331 4.407 8.201 14.255 20.022 27.511 33.821 
 7332 4.408 8.202 14.255 20.023 27.512 33.824 
 7333 4.408 8.203 14.256 20.024 27.513 33.825 
 7334 4.409 8.203 14.255 20.025 27.514 33.826 
 7335 4.410 8.204 14.255 20.025 27.514 33.827 
 7336 4.411 8.205 14.255 20.026 27.515 33.829 
 7337 4.412 8.206 14.255 20.026 27.517 33.830 
 7338 4.413 8.208 14.256 20.026 27.518 33.831 
 7339 4.413 8.209 14.257 20.027 27.518 33.833 
 7340 4.414 8.211 14.258 20.028 27.518 33.835 
 7341 4.415 8.213 14.258 20.028 27.518 33.836 
 7342 4.416 8.214 14.258 20.028 27.518 33.837 
 7343 4.416 8.216 14.258 20.028 27.518 33.838 
 7344 4.417 8.217 14.259 20.029 27.519 33.840 
 7345 4.418 8.218 14.260 20.029 27.519 33.841 
 7346 4.420 8.220 14.261 20.030 27.520 33.843 
 7347 4.421 8.220 14.261 20.030 27.520 33.845 
 7348 4.421 8.222 14.261 20.031 27.521 33.846 
 7349 4.421 8.224 14.261 20.032 27.521 33.847 
 7350 4.422 8.226 14.261 20.033 27.521 33.848 
 7351 4.424 8.228 14.262 20.034 27.521 33.849 
 7352 4.425 8.230 14.263 20.036 27.522 33.849 
 7353 4.426 8.231 14.264 20.036 27.523 33.851 
 7354 4.427 8.232 14.263 20.037 27.525 33.853 
 7355 4.428 8.233 14.263 20.038 27.525 33.855 
 7356 4.428 8.233 14.263 20.040 27.526 33.857 
 7357 4.428 8.234 14.264 20.041 27.527 33.858 
 7358 4.429 8.236 14.264 20.042 27.527 33.860 
 7359 4.431 8.237 14.265 20.042 27.527 33.861 
 7360 4.433 8.238 14.266 20.043 27.527 33.862 
 7361 4.434 8.239 14.265 20.043 27.527 33.863 
 7362 4.434 8.241 14.265 20.043 27.527 33.865 
 7363 4.435 8.241 14.265 20.044 27.528 33.866 
 7364 4.437 8.242 14.266 20.045 27.529 33.867 
 7365 4.438 8.243 14.266 20.045 27.530 33.870 
 7366 4.439 8.243 14.267 20.046 27.532 33.872 
 7367 4.441 8.245 14.267 20.046 27.532 33.874 
 7368 4.442 8.246 14.268 20.047 27.533 33.876 
 7369 4.442 8.247 14.268 20.048 27.533 33.878 
 7370 4.443 8.249 14.267 20.048 27.533 33.879 
 7371 4.443 8.250 14.267 20.048 27.533 33.880 
 7372 4.443 8.250 14.267 20.048 27.532 33.882 
 7373 4.444 8.251 14.268 20.048 27.532 33.883 
 7374 4.445 8.253 14.269 20.049 27.532 33.883 
 7375 4.446 8.256 14.269 20.050 27.533 33.884 
 7376 4.449 8.258 14.269 20.051 27.533 33.885 
 7377 4.450 8.259 14.269 20.052 27.534 33.886 
 7378 4.451 8.260 14.270 20.052 27.536 33.887 
 7379 4.452 8.261 14.270 20.052 27.536 33.889 
 7380 4.453 8.261 14.270 20.052 27.537 33.890 
 7381 4.453 8.262 14.271 20.053 27.537 33.891 
 7382 4.455 8.263 14.271 20.054 27.536 33.892 
 7383 4.456 8.264 14.271 20.054 27.536 33.892 
 7384 4.457 8.265 14.272 20.054 27.536 33.893 
 7385 4.458 8.266 14.272 20.054 27.537 33.894 
 7386 4.459 8.266 14.273 20.055 27.538 33.895 
 7387 4.460 8.267 14.273 20.055 27.538 33.896 
 7388 4.461 8.269 14.273 20.056 27.539 33.898 
 7389 4.462 8.270 14.274 20.057 27.539 33.900 
 7390 4.463 8.271 14.274 20.058 27.540 33.902 
 7391 4.464 8.272 14.274 20.059 27.541 33.905 
 7392 4.466 8.273 14.275 20.060 27.542 33.906 
 7393 4.467 8.274 14.276 20.060 27.543 33.908 
 7394 4.468 8.276 14.276 20.060 27.543 33.910 
 7395 4.469 8.277 14.276 20.061 27.542 33.912 
 7396 4.470 8.278 14.276 20.061 27.543 33.913 
 7397 4.470 8.279 14.276 20.061 27.543 33.915 
 7398 4.471 8.281 14.277 20.062 27.544 33.917 
 7399 4.472 8.282 14.276 20.063 27.545 33.918 
 7400 4.473 8.283 14.277 20.063 27.546 33.918 
 7401 4.474 8.284 14.278 20.064 27.547 33.920 
 7402 4.475 8.285 14.278 20.065 27.548 33.921 
 7403 4.476 8.287 14.279 20.066 27.549 33.921 
 7404 4.477 8.289 14.280 20.067 27.549 33.922 
 7405 4.478 8.290 14.280 20.069 27.549 33.922 
 7406 4.480 8.291 14.280 20.069 27.550 33.922 
 7407 4.481 8.292 14.280 20.069 27.549 33.922 
 7408 4.482 8.292 14.281 20.068 27.549 33.922 
 7409 4.484 8.293 14.281 20.069 27.549 33.923 
 7410 4.485 8.294 14.282 20.069 27.551 33.925 
 7411 4.485 8.295 14.282 20.069 27.552 33.927 
 7412 4.486 8.297 14.284 20.070 27.553 33.929 
 7413 4.486 8.298 14.284 20.070 27.553 33.930 
 7414 4.486 8.298 14.284 20.071 27.553 33.932 
 7415 4.487 8.299 14.284 20.072 27.553 33.933 
 7416 4.488 8.300 14.285 20.072 27.553 33.936 
 7417 4.489 8.301 14.286 20.072 27.553 33.938 
 7418 4.491 8.303 14.287 20.072 27.554 33.941 
 7419 4.492 8.304 14.287 20.073 27.555 33.943 
 7420 4.494 8.306 14.287 20.073 27.555 33.945 
 7421 4.495 8.307 14.288 20.073 27.555 33.946 
 7422 4.496 8.308 14.288 20.073 27.555 33.947 
 7423 4.497 8.309 14.288 20.073 27.555 33.948 
 7424 4.498 8.309 14.288 20.073 27.556 33.950 
 7425 4.498 8.309 14.288 20.074 27.555 33.951 
 7426 4.498 8.311 14.288 20.074 27.556 33.953 
 7427 4.499 8.313 14.289 20.075 27.556 33.954 
 7428 4.500 8.314 14.290 20.076 27.556 33.956 
 7429 4.501 8.316 14.291 20.076 27.558 33.958 
 7430 4.502 8.318 14.291 20.076 27.558 33.959 
 7431 4.503 8.319 14.292 20.077 27.559 33.961 
 7432 4.505 8.320 14.292 20.078 27.560 33.963 
 7433 4.507 8.321 14.292 20.079 27.562 33.964 
 7434 4.507 8.322 14.293 20.081 27.563 33.966 
 7435 4.508 8.323 14.293 20.081 27.563 33.967 
 7436 4.509 8.324 14.294 20.082 27.563 33.969 
 7437 4.511 8.326 14.294 20.083 27.563 33.971 
 7438 4.512 8.327 14.295 20.083 27.565 33.972 
 7439 4.513 8.329 14.295 20.083 27.565 33.973 
 7440 4.513 8.331 14.295 20.084 27.567 33.974 
 7441 4.514 8.332 14.297 20.085 27.566 33.975 
 7442 4.515 8.334 14.297 20.086 27.567 33.976 
 7443 4.516 8.335 14.298 20.087 27.567 33.976 
 7444 4.518 8.337 14.298 20.088 27.568 33.977 
 7445 4.519 8.338 14.299 20.088 27.569 33.979 
 7446 4.521 8.339 14.299 20.089 27.569 33.980 
 7447 4.522 8.340 14.300 20.090 27.569 33.982 
 7448 4.522 8.341 14.299 20.091 27.569 33.984 
 7449 4.524 8.342 14.299 20.091 27.569 33.985 
 7450 4.525 8.343 14.299 20.092 27.570 33.987 
 7451 4.526 8.345 14.300 20.092 27.570 33.988 
 7452 4.526 8.346 14.300 20.093 27.570 33.990 
 7453 4.527 8.347 14.299 20.093 27.571 33.992 
 7454 4.527 8.348 14.299 20.092 27.572 33.995 
 7455 4.529 8.350 14.299 20.092 27.573 33.996 
 7456 4.530 8.351 14.300 20.093 27.572 33.997 
 7457 4.530 8.352 14.300 20.094 27.573 33.999 
 7458 4.531 8.354 14.301 20.094 27.573 34.000 
 7459 4.532 8.355 14.302 20.095 27.573 34.002 
 7460 4.532 8.355 14.302 20.095 27.573 34.004 
 7461 4.533 8.357 14.303 20.096 27.574 34.005 
 7462 4.533 8.358 14.303 20.096 27.573 34.007 
 7463 4.534 8.360 14.304 20.097 27.574 34.008 
 7464 4.534 8.360 14.304 20.097 27.575 34.009 
 7465 4.536 8.361 14.305 20.097 27.574 34.010 
 7466 4.539 8.362 14.305 20.097 27.575 34.010 
 7467 4.540 8.363 14.305 20.098 27.574 34.011 
 7468 4.543 8.364 14.305 20.099 27.575 34.012 
 7469 4.544 8.366 14.305 20.100 27.576 34.013 
 7470 4.545 8.368 14.307 20.101 27.577 34.015 
 7471 4.546 8.370 14.307 20.102 27.577 34.015 
 7472 4.547 8.370 14.308 20.102 27.578 34.017 
 7473 4.547 8.372 14.309 20.102 27.578 34.018 
 7474 4.548 8.374 14.309 20.103 27.579 34.019 
 7475 4.549 8.375 14.309 20.104 27.579 34.021 
 7476 4.549 8.377 14.309 20.104 27.580 34.021 
 7477 4.550 8.379 14.309 20.105 27.580 34.023 
 7478 4.552 8.379 14.309 20.106 27.580 34.022 
 7479 4.553 8.380 14.309 20.107 27.581 34.024 
 7480 4.554 8.382 14.308 20.108 27.582 34.025 
 7481 4.556 8.383 14.309 20.108 27.583 34.026 
 7482 4.556 8.384 14.310 20.109 27.583 34.027 
 7483 4.557 8.385 14.310 20.109 27.583 34.028 
 7484 4.559 8.386 14.311 20.109 27.584 34.029 
 7485 4.560 8.387 14.312 20.110 27.584 34.030 
 7486 4.561 8.388 14.313 20.109 27.585 34.031 
 7487 4.562 8.390 14.314 20.110 27.586 34.032 
 7488 4.564 8.391 14.314 20.110 27.586 34.033 
 7489 4.565 8.391 14.314 20.110 27.586 34.034 
 7490 4.567 8.393 14.314 20.110 27.586 34.035 
 7491 4.568 8.394 14.314 20.111 27.586 34.038 
 7492 4.569 8.396 14.314 20.112 27.587 34.039 
 7493 4.570 8.397 14.314 20.113 27.588 34.041 
 7494 4.572 8.399 14.314 20.113 27.588 34.042 
 7495 4.573 8.400 14.315 20.113 27.588 34.043 
 7496 4.574 8.402 14.315 20.115 27.589 34.044 
 7497 4.575 8.403 14.316 20.116 27.589 34.046 
 7498 4.576 8.405 14.316 20.117 27.590 34.047 
 7499 4.577 8.406 14.317 20.119 27.591 34.048 
 7500 4.579 8.407 14.317 20.119 27.592 34.048 
 7501 4.580 8.409 14.316 20.119 27.592 34.048 
 7502 4.582 8.410 14.316 20.120 27.592 34.048 
 7503 4.583 8.411 14.317 20.120 27.592 34.049 
 7504 4.584 8.412 14.317 20.120 27.593 34.049 
 7505 4.585 8.413 14.318 20.122 27.594 34.049 
 7506 4.586 8.414 14.318 20.122 27.595 34.050 
 7507 4.588 8.416 14.319 20.123 27.595 34.051 
 7508 4.590 8.417 14.320 20.123 27.595 34.053 
 7509 4.591 8.418 14.319 20.124 27.595 34.055 
 7510 4.592 8.420 14.320 20.125 27.595 34.057 
 7511 4.593 8.421 14.320 20.127 27.597 34.058 
 7512 4.593 8.423 14.320 20.128 27.598 34.058 
 7513 4.595 8.424 14.322 20.129 27.600 34.058 
 7514 4.595 8.425 14.322 20.130 27.601 34.059 
 7515 4.596 8.426 14.323 20.130 27.602 34.060 
 7516 4.597 8.427 14.324 20.131 27.602 34.062 
 7517 4.597 8.428 14.325 20.130 27.602 34.064 
 7518 4.598 8.430 14.326 20.130 27.603 34.065 
 7519 4.599 8.431 14.327 20.131 27.603 34.067 
 7520 4.600 8.432 14.327 20.132 27.604 34.069 
 7521 4.602 8.434 14.327 20.132 27.604 34.071 
 7522 4.603 8.434 14.327 20.133 27.605 34.071 
 7523 4.604 8.435 14.327 20.133 27.606 34.072 
 7524 4.606 8.437 14.328 20.134 27.606 34.073 
 7525 4.606 8.437 14.328 20.133 27.606 34.074 
 7526 4.608 8.439 14.329 20.133 27.607 34.075 
 7527 4.610 8.440 14.329 20.133 27.607 34.076 
 7528 4.611 8.441 14.329 20.133 27.608 34.077 
 7529 4.612 8.442 14.328 20.133 27.608 34.079 
 7530 4.613 8.443 14.329 20.134 27.608 34.081 
 7531 4.615 8.444 14.329 20.135 27.608 34.082 
 7532 4.616 8.445 14.329 20.135 27.608 34.084 
 7533 4.617 8.446 14.330 20.137 27.610 34.086 
 7534 4.618 8.447 14.331 20.138 27.611 34.088 
 7535 4.619 8.448 14.332 20.139 27.612 34.090 
 7536 4.621 8.449 14.333 20.141 27.613 34.091 
 7537 4.622 8.450 14.334 20.141 27.614 34.092 
 7538 4.624 8.450 14.334 20.142 27.615 34.093 
 7539 4.624 8.452 14.334 20.143 27.616 34.094 
 7540 4.625 8.453 14.334 20.143 27.616 34.094 
 7541 4.625 8.454 14.334 20.145 27.617 34.095 
 7542 4.626 8.456 14.335 20.146 27.617 34.095 
 7543 4.628 8.457 14.336 20.146 27.617 34.097 
 7544 4.628 8.459 14.336 20.147 27.617 34.099 
 7545 4.630 8.461 14.336 20.147 27.618 34.100 
 7546 4.631 8.463 14.336 20.148 27.619 34.102 
 7547 4.632 8.464 14.337 20.149 27.620 34.105 
 7548 4.634 8.466 14.338 20.150 27.621 34.106 
 7549 4.635 8.467 14.340 20.150 27.622 34.107 
 7550 4.636 8.468 14.340 20.151 27.623 34.110 
 7551 4.637 8.469 14.340 20.153 27.624 34.113 
 7552 4.637 8.471 14.341 20.153 27.625 34.115 
 7553 4.637 8.472 14.341 20.154 27.625 34.115 
 7554 4.638 8.473 14.342 20.154 27.627 34.116 
 7555 4.639 8.474 14.343 20.155 27.627 34.117 
 7556 4.640 8.475 14.344 20.155 27.628 34.117 
 7557 4.641 8.476 14.344 20.155 27.627 34.117 
 7558 4.642 8.477 14.345 20.155 27.628 34.119 
 7559 4.644 8.478 14.346 20.156 27.628 34.120 
 7560 4.646 8.480 14.346 20.156 27.628 34.121 
 7561 4.647 8.482 14.347 20.156 27.629 34.121 
 7562 4.648 8.484 14.347 20.156 27.629 34.122 
 7563 4.650 8.484 14.348 20.156 27.630 34.122 
 7564 4.651 8.485 14.348 20.157 27.631 34.122 
 7565 4.652 8.486 14.347 20.158 27.633 34.122 
 7566 4.653 8.487 14.347 20.159 27.634 34.123 
 7567 4.652 8.489 14.349 20.160 27.634 34.125 
 7568 4.653 8.490 14.350 20.160 27.634 34.127 
 7569 4.654 8.492 14.350 20.159 27.635 34.127 
 7570 4.655 8.492 14.350 20.159 27.635 34.127 
 7571 4.656 8.493 14.350 20.160 27.637 34.128 
 7572 4.657 8.495 14.351 20.161 27.637 34.129 
 7573 4.657 8.497 14.352 20.162 27.638 34.130 
 7574 4.658 8.498 14.353 20.163 27.639 34.132 
 7575 4.658 8.498 14.353 20.163 27.640 34.133 
 7576 4.659 8.500 14.353 20.164 27.640 34.134 
 7577 4.659 8.501 14.354 20.165 27.641 34.135 
 7578 4.660 8.501 14.354 20.165 27.642 34.135 
 7579 4.662 8.501 14.355 20.166 27.642 34.136 
 7580 4.664 8.503 14.355 20.167 27.642 34.137 
 7581 4.665 8.505 14.355 20.168 27.643 34.138 
 7582 4.666 8.506 14.356 20.169 27.644 34.138 
 7583 4.667 8.507 14.356 20.170 27.645 34.140 
 7584 4.667 8.508 14.356 20.169 27.646 34.141 
 7585 4.669 8.510 14.357 20.170 27.647 34.141 
 7586 4.670 8.512 14.358 20.170 27.648 34.142 
 7587 4.671 8.514 14.359 20.171 27.650 34.143 
 7588 4.672 8.516 14.359 20.172 27.651 34.145 
 7589 4.673 8.518 14.360 20.173 27.652 34.146 
 7590 4.674 8.518 14.361 20.173 27.653 34.147 
 7591 4.674 8.519 14.361 20.173 27.654 34.149 
 7592 4.675 8.521 14.361 20.173 27.655 34.150 
 7593 4.676 8.522 14.361 20.173 27.655 34.153 
 7594 4.677 8.523 14.362 20.173 27.656 34.154 
 7595 4.678 8.524 14.363 20.174 27.657 34.156 
 7596 4.678 8.526 14.363 20.175 27.657 34.158 
 7597 4.679 8.528 14.364 20.175 27.657 34.160 
 7598 4.679 8.530 14.364 20.176 27.657 34.160 
 7599 4.679 8.530 14.364 20.177 27.658 34.162 
 7600 4.679 8.532 14.365 20.177 27.660 34.163 
 7601 4.680 8.533 14.367 20.178 27.662 34.164 
 7602 4.681 8.532 14.367 20.179 27.663 34.165 
 7603 4.682 8.533 14.366 20.180 27.664 34.166 
